TransactionID,Amount,ReferenceNumber,Date,Description
NKXBLSSE8BGK,985.28,REF-44318211,2025-09-04,payment
5NKLA0Y59UPD,607.83,REF-69972519,2025-10-06,invoice
SNODD5HXODEK,563.84,REF-93138733,2025-12-29,deposit
N60K0BPZWXKQ,49.84,REF-82030932,2025-12-20,invoice
MF1BC7UPHH7Q,692.61,REF-41652018,2025-07-29,deposit
BPPAVEXP5WMA,189.15,REF-12291149,2025-10-14,invoice
IFYVR3NLHMRZ,642.99,REF-66332202,2025-02-14,invoice
3ZQGKSBHG8D7,20.38,REF-30088216,2025-04-19,deposit
FFQ0QWJVJYMM,836.51,REF-03241435,2025-05-19,withdrawal
8B2WGMJRZTUX,5.22,REF-80611280,2025-03-24,invoice
I3KKVUOPJZQD,25.11,REF-93008294,2025-06-11,invoice
SOVNYF9SNNEN,9.12,REF-91752091,2025-12-26,deposit
RQR6J4YQ9EQG,521.81,REF-81677681,2025-05-20,invoice
AWVEREY6BEQ1,210.36,REF-58293791,2026-01-16,withdrawal
YZ4OYX7DJKHS,32.28,REF-72238969,2025-12-19,invoice
L5ALN1XPWMFA,902.15,REF-22030990,2025-12-25,payment
1WHEEZZCLDUE,719.18,REF-35819278,2025-08-01,invoice
3ZJ3THYOS2XM,264.76,REF-72536468,2025-10-27,payment
KW57WNDIHOQH,120.43,REF-11938386,2025-02-22,withdrawal
FUNETGHD4MSV,641.98,REF-59696863,2025-02-07,invoice
SFQOWBD9MPHG,262.14,REF-71027769,2026-01-26,deposit
8ZBVFCBDQEGL,831.1,REF-91409200,2025-06-12,invoice
ICV6VUJUB0NL,205.35,REF-72344248,2025-07-20,withdrawal
3OFLTIFGYFX7,170.6,REF-34643426,2025-09-01,payment
YCPTVCSL3WKA,345.08,REF-55755565,2025-07-14,deposit
H69URENTQBLE,375.74,REF-69292300,2025-11-08,invoice
XVMORZLESWAF,446.04,REF-30915199,2025-12-19,invoice
PALXPV2TON0D,803.95,REF-86694863,2026-01-16,deposit
FLERJFVWGFSU,416.74,REF-98495198,2025-08-22,invoice
4X4QIFSY4EVF,929.43,REF-24760589,2025-09-25,deposit
9WMCXOG4JNBY,49.74,REF-48245666,2025-07-03,withdrawal
YJO6UKOM6THI,129.12,REF-53455182,2025-06-22,withdrawal
RBAF41RVF99T,821.22,REF-66052172,2025-12-06,deposit
IZZMCIJEKGQC,565.77,REF-24250460,2025-10-26,invoice
PWTAHMAU5A78,909.57,REF-27572073,2025-03-28,invoice
BMXJU8ZDLONQ,597.69,REF-81093276,2025-05-14,withdrawal
EE779UZ3MR1O,695.61,REF-97301511,2025-04-04,payment
GTWCUZBBW9WB,349.69,REF-85004571,2025-12-17,withdrawal
ORVR9VBIPNAI,914.9,REF-85924410,2025-10-11,payment
EEKZHDNIIM2S,766.74,REF-30842530,2025-06-22,invoice
XL25HCPC88DD,153.23,REF-77196772,2025-02-07,payment
2KA1POOQQ4QL,371.87,REF-72631427,2025-04-01,invoice
6ANHYIHCALOH,614.64,REF-57615216,2025-05-06,withdrawal
MVEBGIJBIDSF,951.83,REF-88115380,2025-05-27,invoice
UCQFDTKWDDYH,928.49,REF-97967731,2025-04-07,deposit
IXY3OYHX5ZU4,817.13,REF-72458375,2025-07-16,withdrawal
CPOKMJ0VMA9D,46.67,REF-41632243,2025-06-16,invoice
0GVXGMXRGNLE,261.98,REF-10719595,2025-10-20,payment
OCEHKFNXYBNZ,505.17,REF-57214874,2025-04-27,invoice
U6XDF4CL6S3P,246.94,REF-94939538,2025-02-23,invoice
MPOF2CCBJFPI,829.01,REF-31805740,2025-05-03,invoice
NX8BI4ECK5JD,181.42,REF-27305379,2025-12-08,payment
LBHQENYMWHRG,961.98,REF-50707694,2025-05-20,invoice
IPGWMNNNFFRU,3.18,REF-12289215,2025-10-29,withdrawal
GZLJZBMGSG1I,126.94,REF-62488837,2025-09-28,invoice
LCUNYK93BVYP,351.77,REF-74742680,2025-03-23,invoice
PZV9TPBGAK6D,63.07,REF-05423278,2025-05-25,payment
TZSLJCOYS8AU,375.9,REF-86172996,2025-06-06,withdrawal
MV0QDS354MDN,103.52,REF-11246218,2025-03-03,withdrawal
7T6EBCOQLHPI,441.97,REF-70440649,2026-01-25,withdrawal
NH4LSAFDXUJJ,902.67,REF-14483997,2025-07-08,deposit
ZAG1XCY27GSK,830.98,REF-58762641,2025-04-10,deposit
HMLXRGKXL4AF,299.89,REF-93683068,2026-01-11,withdrawal
5ACEMPDX7UVD,506.33,REF-40432006,2025-08-21,deposit
YTCNOGX6VGSU,763.5,REF-05969829,2025-04-13,invoice
NP8C0RKDACI3,284.04,REF-04989134,2025-04-17,deposit
BXWRMKNXAVVS,143.89,REF-05245089,2025-11-06,payment
XVK9NVVK5SDW,810.07,REF-86855587,2025-09-12,invoice
QPVIFHHDF79V,885.42,REF-54690412,2025-02-08,deposit
5NGR7YSON419,199.26,REF-80559467,2025-12-20,withdrawal
SYL0BWHLHHSR,772.7,REF-51461537,2025-05-19,withdrawal
OOSKKN24YSRR,812.48,REF-80837539,2025-02-23,invoice
FY6KEJEBSNYG,853.6,REF-57517594,2025-03-13,payment
RGTY57P5RUTF,179.08,REF-88630683,2025-11-02,invoice
ZNADL3M2DAVC,798.17,REF-99782956,2025-11-29,payment
AWRKT76JBGHI,396.58,REF-58415112,2025-02-20,payment
LMTUGH4CW9RL,537.04,REF-96187971,2025-11-10,invoice
TOWJIXWCY3B3,987.17,REF-94115293,2025-02-14,deposit
7LPB0VEPKQE1,566.29,REF-29480812,2025-02-11,payment
NP9NBAMSEREC,945.15,REF-30253602,2025-10-26,payment
PWQ7DJO1MKO3,694.27,REF-73810039,2025-06-15,deposit
FKHKH3AGIDZJ,168.41,REF-88221656,2025-04-01,deposit
82AUIYDQLWJN,355.79,REF-77504652,2025-09-22,deposit
ENFPT1L1OYXC,75.8,REF-30252783,2025-03-02,deposit
ARGDFC88PY5D,765.15,REF-93295521,2025-01-31,withdrawal
IGMYUZ09TJW4,464.33,REF-91897049,2026-01-20,withdrawal
WAU87PHE6VVY,776.05,REF-08054642,2025-07-10,payment
WKZWZR6R97HH,988.81,REF-93344955,2025-05-08,withdrawal
TTJQXBAHQ6ML,652.05,REF-23886781,2025-06-28,payment
FGG7EV3D57MG,386.41,REF-82918449,2025-05-22,payment
XNZEQBYXLEHH,58.2,REF-62377745,2025-03-23,withdrawal
IJLFY2QYLSLF,251.63,REF-62758783,2025-07-24,invoice
PNCWZTCMNVOJ,498.94,REF-54025338,2025-12-21,withdrawal
B3FGJVGLZ27R,105.52,REF-70391470,2025-01-27,deposit
AM1PTURLDIQG,97.94,REF-98486822,2025-04-30,invoice
LC0C15MNGXAV,470.34,REF-58266311,2025-12-25,withdrawal
PARMSJGYHE0K,977.6,REF-70083547,2025-05-20,invoice
HJBIHUX3AHWO,532.61,REF-89023150,2025-07-07,invoice
MSC5MED7TBVS,755.68,REF-78440326,2025-07-07,invoice
5HOOUOHUPFOU,735.32,REF-60289449,2025-10-11,withdrawal
TGGBCUNJ7V4R,843.77,REF-44449882,2025-06-21,withdrawal
C117GVKFQSAL,199.26,REF-86899099,2026-01-01,invoice
3BCGDIMLU1IV,923.44,REF-85637278,2025-07-25,invoice
QOG6VNEOIPNC,134.76,REF-83297269,2025-05-17,payment
DHLON5GUY6TJ,167.96,REF-33197123,2025-11-25,payment
UTXFLGXWKPEM,528.55,REF-05542583,2025-12-19,withdrawal
W7SJLQLCQBNG,380.61,REF-91181164,2025-08-01,deposit
DJHSTDYF5M6T,236.71,REF-04347878,2025-05-15,deposit
55YPZMTQUG5I,856.1,REF-00368609,2025-10-23,invoice
ZZO2OXTVKTIP,159.04,REF-52368917,2025-09-27,payment
BD1ZUWCIRSQM,274.77,REF-12509505,2025-12-14,payment
UEJYP4W6EKQV,993.53,REF-71431725,2025-06-19,deposit
HBV5NAPG6REF,512.58,REF-53445177,2025-06-21,deposit
EMSQME9JBV3X,474.42,REF-76834114,2025-07-23,invoice
F7G8EPPWWFWU,524.26,REF-07400019,2025-11-29,payment
OAOKNOD4ZBVX,783.82,REF-89405340,2025-09-24,deposit
SIUEAYEDH2VG,213.78,REF-29590633,2025-12-07,payment
WQS6BF2CP1JN,689.78,REF-34402658,2025-05-12,withdrawal
IS0HRJNJQ1ZG,137.61,REF-33102873,2025-02-21,withdrawal
VQ0MCPMIU8DJ,224.52,REF-90216565,2025-10-13,deposit
0ERZVEZET99L,187.49,REF-83837083,2025-09-27,withdrawal
SCGZTYMTPZ3I,403.29,REF-32104363,2025-10-18,invoice
CGLIUKQCH7UO,771.04,REF-68482790,2025-04-04,payment
7YMOBTXVQDSG,683.86,REF-99607181,2025-02-03,payment
0YAIDPOMIXTH,630.23,REF-58127716,2025-05-18,invoice
HZCWNMY6TXHV,248.99,REF-59695258,2025-11-26,withdrawal
4FPVUZW9RVF3,432.69,REF-12139595,2025-03-15,withdrawal
EFDMHTJSYXTJ,167.54,REF-94162699,2025-02-22,deposit
GPWKQ5AOYGAD,241.91,REF-48504238,2026-01-08,invoice
XTIM3XXXAE3R,463.11,REF-87803640,2025-11-26,deposit
JSK3LIJYKWV4,39.04,REF-24926160,2025-03-05,payment
PEUSJQOPFNIW,599.53,REF-99074499,2025-02-22,withdrawal
0TDXRU8FWVFJ,718.35,REF-11276833,2025-06-13,deposit
5P0DMUYELYGO,122.27,REF-46803775,2025-10-21,invoice
ETALRZHAY0LN,601.72,REF-76050141,2025-11-09,payment
FTGDPAJYTTFO,887.31,REF-77521476,2025-12-25,payment
3MNLKD8HBOKL,959.46,REF-68042335,2025-06-23,withdrawal
UNQRWWC1KRKW,371.67,REF-21330283,2026-01-13,withdrawal
HUDYEZN9S554,314.1,REF-20673990,2026-01-22,withdrawal
J5K9HVUZVWND,299.59,REF-61378989,2025-12-25,payment
NFERUPGMXXB2,666.68,REF-63687299,2025-11-05,payment
ST2P6JIAQTDU,170.19,REF-96204355,2025-02-20,payment
7CO5CRZD6WPB,369.61,REF-41009582,2025-07-04,payment
HYOXFWO7AGWB,128.38,REF-48053732,2026-01-25,withdrawal
7G4100TYO63J,133.1,REF-50370398,2025-05-30,withdrawal
MPYEGVELHULF,974.07,REF-97720326,2025-02-06,payment
SO8AOLNIJVFW,822.42,REF-41649312,2025-04-15,withdrawal
IG2VLUNNMJMK,856.33,REF-85012050,2025-11-22,deposit
PBML7SJI3FMU,147.07,REF-65342444,2025-06-13,withdrawal
CEKHECPHGHYR,592.09,REF-48658833,2025-03-05,invoice
RMXOA8ZWNYDP,501.92,REF-94462799,2025-02-16,invoice
80OCNETMO0EM,790.02,REF-75629199,2025-12-14,deposit
3C0K5FBKCE9R,602.19,REF-82384376,2025-10-18,deposit
P1W9R6L09K2Z,401.5,REF-53687357,2025-12-19,invoice
FTK3S1A6CQEH,218.2,REF-17241795,2025-10-06,withdrawal
RSWZ0SOQKDJH,802.49,REF-23052531,2025-04-07,deposit
DSRHVPQLZAUL,741.83,REF-76339148,2025-07-29,invoice
JOQDWOVXVVKT,189.73,REF-15525306,2025-06-18,payment
XJIXZBHIMEFL,633.97,REF-86139212,2025-08-17,payment
3HNA7HCYJNXH,210.4,REF-99384828,2026-01-12,invoice
XGVQTXB7SWGX,630.23,REF-77784707,2025-12-11,deposit
N7V18WSNODCY,487.62,REF-91117604,2025-08-27,invoice
ZUZVRDXBFCPS,695.47,REF-33964587,2025-10-23,invoice
GOPVDUHWPFMY,336.97,REF-24823119,2025-03-12,deposit
9UESAXAKTMAA,153.48,REF-95516480,2026-01-15,deposit
DWJLNZPFDWUO,711.75,REF-07084466,2025-04-11,payment
XDGLRECD5RDT,943.85,REF-94591214,2025-02-27,payment
MCOKDVB0OQTR,547.49,REF-20378720,2025-07-23,invoice
S57R5S3DBDU7,45.17,REF-00902475,2025-10-13,deposit
G3TXJMWMNOJX,491.58,REF-79535964,2025-09-14,invoice
J7NERMNTPKAX,39.91,REF-16655549,2025-04-07,invoice
TXYOYDZ274VJ,602.44,REF-41120938,2025-10-11,withdrawal
QZVSARI1MX4N,937.91,REF-46089673,2025-05-08,invoice
5BJRDPQ2JGAY,477.78,REF-76933441,2025-06-05,invoice
WJKEJOQK5SOJ,724.6,REF-26739811,2025-10-02,invoice
VJNFRD17XNRS,335.85,REF-63189672,2025-11-30,invoice
6OKYVDRHQBAC,242.21,REF-45591317,2026-01-06,payment
WNFM7KXAVULN,835.51,REF-07172051,2025-08-29,invoice
IJWV1VG9DLAT,7.33,REF-59490769,2026-01-11,deposit
RWKG03ZWWH7V,486.49,REF-46101480,2025-02-20,invoice
UBXZATM2CYQY,750.74,REF-61705462,2025-08-22,payment
HWZ7GYAQPHEZ,229.98,REF-96683702,2025-03-18,withdrawal
4LMCR4W7MVSU,731.21,REF-09911388,2025-11-04,withdrawal
PF3JLHDPRVXQ,358.62,REF-43784731,2026-01-01,deposit
HXV09KS4EDOM,567.15,REF-75332027,2025-03-30,payment
SYGGY2SNRSJX,684.47,REF-42865236,2025-05-05,payment
WSLELPNMBBHA,712.33,REF-84752393,2025-09-16,payment
3820AOV1M7FB,775.53,REF-78328419,2025-02-10,deposit
ZDQNKKTX373A,290.24,REF-61214973,2025-10-09,withdrawal
GNH4RUKCTPMI,923.71,REF-25857962,2025-07-06,invoice
VMRJTCHXVX6H,890.27,REF-68602134,2025-11-19,deposit
MKHRFVX2TEU5,637.27,REF-77197781,2025-11-09,withdrawal
GBJH5JQFYO22,103.95,REF-91772996,2025-05-05,invoice
GNUWFGNXSJQL,20.2,REF-64613140,2025-05-16,payment
5QQF5Y1VXMGS,841.6,REF-51497081,2025-07-04,withdrawal
UBK5KJJBCPFP,853.79,REF-93682013,2025-09-16,payment
EPI0WYNJ7ZOC,563.09,REF-28466661,2025-04-11,deposit
WMVOMMNVQITX,203.72,REF-67180766,2025-07-30,payment
AXYRIJRCTOCB,869.78,REF-30482210,2025-05-29,invoice
Z9IYB5ES8NQC,551.18,REF-32313999,2025-08-21,deposit
KBWM5NVZLFJT,836.34,REF-54685949,2026-01-01,invoice
UEPXYMJKFMS2,332.05,REF-29017481,2025-03-31,withdrawal
2SBYNWTXJV07,198.79,REF-38678642,2025-04-27,deposit
AKBKOTN5TAQV,251.8,REF-62368234,2025-10-03,deposit
Z87297HAHVHR,936.22,REF-35805251,2025-05-13,invoice
JPNANOOH2TIA,658.8,REF-19580566,2026-01-26,deposit
ZDUW93AAMJ7A,648.26,REF-30362030,2025-02-08,withdrawal
ADXBMXPNHGLZ,972.31,REF-39442391,2025-09-16,deposit
HAFHXDB8ETAO,940.39,REF-13576224,2025-02-28,payment
DVB07WR2NK1D,209.71,REF-68236743,2025-10-04,payment
JLLGHGQC7VZO,770.89,REF-45838385,2025-02-04,invoice
M7NOHKKQ8N6P,459.79,REF-32266488,2026-01-22,invoice
CEVBQAAGWGH9,827.69,REF-38091888,2025-07-29,withdrawal
ATDGSMA5AZB9,287.23,REF-49965277,2025-04-24,deposit
PMO3NZZDEIRG,476.28,REF-82672167,2025-03-11,deposit
XDJ2XBIYZXXQ,940.02,REF-33896287,2025-10-27,deposit
NDNZNK6OV7OR,486.98,REF-03904945,2025-03-05,payment
EQWORCYQ0RO1,152.28,REF-49876256,2025-05-25,payment
BSJEIEMY97Z1,752.12,REF-45592083,2025-12-13,invoice
ZOU9WPG7NVZQ,50.43,REF-30882319,2025-05-09,deposit
CP9JT6E9NUSA,185.02,REF-98087129,2025-07-26,withdrawal
SDTB649KKRQK,812.66,REF-89397568,2025-10-09,invoice
AOKSKN7W8FK1,338.66,REF-95346604,2025-09-12,withdrawal
1AYAYWG83P0E,566.51,REF-03009903,2025-03-28,withdrawal
P37WGXUS9DU4,266.28,REF-88237347,2025-04-05,withdrawal
TCEB2QBKDRLP,419.52,REF-32322199,2025-07-18,payment
HYKAB4HUI8X7,200.48,REF-27590723,2025-05-23,payment
VGQ1HW8QGCWV,585.53,REF-97659956,2026-01-17,deposit
7QSWG4SEZ3JS,393.29,REF-30881179,2025-10-12,deposit
J9BSGCFKFAHS,460.46,REF-72655895,2025-12-23,deposit
2TMSETCPGORM,359.77,REF-46115990,2025-07-05,invoice
BN2UBHWOWRKC,568.38,REF-36464646,2026-01-11,withdrawal
ZGABYS1AKKST,640.43,REF-14835410,2025-05-12,invoice
6NC9GJKONLQ7,332.89,REF-07652609,2025-04-15,payment
KVWLOY9QN9BR,305.44,REF-06420727,2025-05-09,payment
F5HMEGWGRUCG,483.47,REF-87391130,2025-05-10,deposit
5YMP8SWOA9XJ,939.33,REF-59168584,2025-07-03,payment
CTYXSSDIUHIC,643.36,REF-42406936,2025-10-09,withdrawal
SJ4TAM6SBWZ4,943.6,REF-78539456,2025-03-28,payment
3AH1IRXZIAEZ,631.31,REF-93655677,2025-06-17,withdrawal
M4UFYNR3ZAYI,621.46,REF-58019858,2025-04-04,payment
F4HQWDR02UPA,865.77,REF-22511785,2025-02-25,invoice
ZMZ2WWFN0BCG,742.34,REF-54833121,2025-06-03,deposit
Z0BWVHMR5QPE,990.72,REF-27029265,2025-09-14,withdrawal
JSUVFB7CHX5N,321.57,REF-40393875,2025-03-26,payment
ENI8SLJUPCKM,358.25,REF-48201607,2025-05-03,withdrawal
BOXS5EGOOB5O,700.94,REF-00936613,2025-06-28,deposit
DYLW5DBDJGPY,636.05,REF-42691096,2025-10-05,withdrawal
NUT2HEKLJBEH,782.52,REF-37878036,2025-09-28,deposit
ZEYGA3BNGFWI,886.82,REF-45743657,2025-10-12,withdrawal
IXSIBYVAAXYQ,795.14,REF-49480280,2025-10-26,withdrawal
4XYK5FLL7SUS,504.05,REF-90192274,2025-11-09,invoice
DUB2ELP4EWKP,80.71,REF-66674922,2025-11-14,payment
SIX0747DEQUV,323.89,REF-94076604,2025-08-03,payment
N9AWMFT2CKMV,714.92,REF-50664043,2025-06-30,deposit
FUTY1CJQGEDE,16.88,REF-27589276,2025-03-02,invoice
F0SPQTJ1VTRD,951.82,REF-26254429,2025-12-05,deposit
YPDI4HYK6FDX,148.43,REF-02814292,2025-02-19,deposit
2RKQJGUPZPRS,731.37,REF-23614499,2025-06-07,payment
UJL6F0CL1VOO,593.63,REF-62964341,2025-07-09,invoice
RCNJDXXOSIBW,784.88,REF-62551699,2025-06-04,payment
TCIDAAN08SRZ,457.63,REF-00904505,2025-11-14,deposit
1ANAFYO2AYSY,154.01,REF-93627638,2025-10-06,withdrawal
XZTNH5SGGT1W,758.49,REF-68493731,2025-04-05,invoice
SVNP92QIA0LR,6.64,REF-58224682,2025-07-15,deposit
KISCXWPA804E,362.05,REF-34491463,2025-03-12,invoice
6KZ71EWU2ZY0,918.31,REF-64727221,2025-02-13,payment
GU3TFSVRECWZ,854.29,REF-68677048,2025-05-05,payment
6O0MARYFOEXO,737.63,REF-89247320,2025-08-12,invoice
E0NB02CNWOOZ,493.33,REF-54539759,2025-09-26,invoice
OIABWDSL6OOK,360.76,REF-95631904,2025-10-15,deposit
77INOJJ0QYEK,291.97,REF-00735237,2025-10-30,payment
T1BMBB0KQVYK,463.74,REF-70363261,2025-12-31,deposit
UIWBR5H1RSQ7,179.69,REF-73031553,2026-01-17,payment
DE5EILGCYLWZ,679.79,REF-35325279,2025-03-20,payment
2FEF02CMBSMK,3.06,REF-15406988,2025-09-27,payment
5ZDFSKEXECKH,633.86,REF-44896907,2025-02-05,payment
BDNXPDKNJFHK,253.06,REF-15643879,2025-05-30,invoice
FNVNWUKRGHD8,524.14,REF-48909641,2025-08-17,payment
DQAVWSRAHYS6,430.66,REF-58452413,2026-01-02,withdrawal
4YQ113NQPLAK,986.01,REF-21382142,2025-06-08,payment
NFPXBLHE232X,28.51,REF-89127852,2025-05-17,withdrawal
LA7G3Z2FVXRM,235.33,REF-05667287,2025-09-22,deposit
X7HDTBKF3QCM,528.95,REF-99317394,2025-06-14,payment
3F6SS7T6PRCD,169.28,REF-57269117,2025-03-26,invoice
6YYD6CYNCNLI,634.37,REF-26913410,2025-09-28,withdrawal
OKKYIH4KUVQU,77.24,REF-91282075,2025-05-21,deposit
FPUTWSGHNFYZ,431.8,REF-10799392,2025-04-12,invoice
0AMQ1ZLNVHNW,940.86,REF-84370052,2025-11-30,withdrawal
VRBZUA2GALH4,990.46,REF-78784003,2025-03-24,invoice
UEKM0NHHBGAM,794.78,REF-59984868,2025-08-25,invoice
JKMKTNOPKACN,982.07,REF-61577424,2025-12-20,payment
T8S2CIPAF7ZP,872.43,REF-82236034,2025-10-08,withdrawal
CMOXE0SSOV7H,371.13,REF-67111443,2026-01-12,invoice
MBFGT4FCIXUO,432.5,REF-19671455,2025-03-18,payment
JXUWFVYDNAOZ,325.69,REF-48758335,2025-07-23,withdrawal
J1INJFAAWCOP,144.92,REF-09013851,2025-07-23,deposit
R29UK2J1EBNE,253.88,REF-91893222,2025-12-12,withdrawal
UEDQAUZ6WQ6V,207.41,REF-93511863,2025-04-15,payment
HGW98MHNMU9U,904.6,REF-68555523,2025-12-10,payment
DJJJOCRLICHB,283.08,REF-36998687,2025-05-19,invoice
F0XBZUNWIQEX,415.16,REF-93092514,2025-12-08,payment
GYJ0J4T1U7SF,535.47,REF-98645778,2025-07-27,payment
LYK409D1IMWK,607.77,REF-03645601,2025-08-06,invoice
1RJGYLLQMHKH,892.28,REF-63467946,2025-04-16,deposit
TSQRWJPXJRXJ,23.13,REF-08651201,2025-07-05,deposit
DLI6Q9OXQXYT,894.06,REF-08541018,2025-09-19,deposit
JWDQJYE0X8BB,888.54,REF-33218721,2025-02-05,payment
IPBWPVWTZSTA,905.77,REF-74019829,2025-11-08,payment
BKAMUPAPGOZD,24.05,REF-69704782,2025-07-10,payment
JJGOZSWLHNNG,527,REF-66294600,2025-09-01,withdrawal
02LJLBSBIS5D,736.07,REF-00376705,2025-12-23,invoice
UA3ITSOEN1O3,807.9,REF-34538042,2025-06-23,deposit
5WVPYN7AQEDD,906.85,REF-82944301,2025-08-25,withdrawal
QO4TXMWY4Y02,991.56,REF-65824206,2025-12-25,deposit
RHYEJSZEYV7S,67.87,REF-16261270,2025-10-01,invoice
9DVAAOQM27DU,783.51,REF-00153416,2025-05-14,withdrawal
VG34XK9KWMJJ,312.95,REF-50735147,2025-02-10,deposit
DUFETUFST3E7,33.37,REF-41694700,2025-04-29,withdrawal
A431HUQ8TXBJ,816.53,REF-61822039,2025-08-03,invoice
0HKBGPH7ZBAK,432.15,REF-62321350,2025-04-24,withdrawal
S8ZOC8CXTBZL,674.69,REF-68750566,2025-03-06,deposit
HVQWKYZX00GH,484.44,REF-62261502,2025-05-24,withdrawal
AFN04YK4MG6G,122.94,REF-05904846,2025-06-23,deposit
Q34VWNDXHT8S,365.04,REF-73381952,2025-01-31,deposit
U72ZECTQYJEX,149.73,REF-75690158,2025-08-19,invoice
QBV65OFYJNBY,743.77,REF-28396694,2025-11-06,withdrawal
LJLI85U0OTTC,334.36,REF-29183908,2025-09-14,withdrawal
251QRJBHT2CY,252.23,REF-06062280,2025-03-14,withdrawal
FHEOCTDNWHEC,32.11,REF-07617140,2025-03-01,withdrawal
J5SGDUIEI7KW,178.93,REF-40501111,2025-07-17,withdrawal
T7VGXBC5ZSSW,409.93,REF-35372414,2025-12-20,withdrawal
RMH7UVJUUZHQ,319.63,REF-86949728,2025-10-12,deposit
ZXUI5VXVQNWN,577.07,REF-99230659,2025-06-07,payment
7O0TE5FB16M2,662.92,REF-88055927,2025-10-15,invoice
1XPHZLAE6UTR,913.79,REF-02598510,2025-03-22,invoice
SKZ4ZZ3CDOEN,541.7,REF-00885392,2025-04-16,payment
1LP9OZASGMYD,465.82,REF-73966204,2025-12-09,invoice
XWBCZWYKCRFK,117.59,REF-29243643,2025-12-31,withdrawal
Y13AIAU1ARQX,134.11,REF-29172536,2025-08-03,payment
DVRDKLVPWL5M,643,REF-50662891,2025-11-04,deposit
UQNJBDKBW9PT,604.68,REF-37740598,2025-03-10,withdrawal
VMMB2QIJE41W,594.48,REF-56773099,2025-08-08,payment
OWXW9G0ROSEK,38.7,REF-37595859,2025-12-12,invoice
EMY9GC0F0AGS,96.04,REF-62286967,2025-06-27,invoice
T3BFICALA9LS,623.29,REF-29650317,2025-05-31,payment
SEZMXRDAK9WM,540.61,REF-36576452,2025-04-08,deposit
0VFHLQ8DVJVB,284.4,REF-64608799,2025-04-05,withdrawal
N3BMQPP7OVWJ,443.6,REF-78302170,2025-05-21,invoice
VMIZBHS6AUBU,758.14,REF-77501714,2025-12-27,deposit
BQRPZCBFPIDO,445.41,REF-58479149,2025-03-27,payment
83EGZ5R6NQP1,917.61,REF-91770520,2025-05-04,deposit
QNRQ2HLAWA42,589.05,REF-42238044,2025-11-06,invoice
J2SEQT7TXXZ7,848.83,REF-79556229,2025-04-04,withdrawal
HTZSTLKKRMR3,107.89,REF-60096862,2025-10-04,deposit
UU77FHZMUTYY,536.96,REF-50149160,2025-05-25,payment
A4UG2RMTXVRZ,688.27,REF-83950443,2025-05-19,invoice
OQSDKJ7UAFT8,916.48,REF-82174510,2025-08-01,withdrawal
SQ13AGACW0PF,713.22,REF-94490761,2025-06-06,withdrawal
GDIIZGTWOBCE,658.67,REF-52835645,2025-08-26,withdrawal
FSRVFXCNR7YR,401.62,REF-14242041,2025-08-27,payment
YKDT9FMDYNWO,873.06,REF-77093309,2025-04-18,deposit
97LO1GOK3VLP,673.11,REF-25239041,2025-09-08,payment
CRVDSFWWAFGX,459.32,REF-18845029,2025-09-18,withdrawal
C9EGXBFS5CWF,964.86,REF-27740944,2025-12-25,deposit
A9JWRW1X5WXX,42.17,REF-62207087,2025-11-11,invoice
BN732DJKUWFN,813.79,REF-94622808,2025-02-22,deposit
UGOZ1R7NAU5M,912.7,REF-35463186,2025-08-05,deposit
YNZO7TZKA8GZ,331.31,REF-17758614,2025-09-24,invoice
XCCSL5H5FR6D,394.01,REF-70449306,2025-04-22,payment
MJVAUN79QCQN,87.51,REF-62192613,2025-02-08,deposit
ZOIVOBNBBLVO,135.06,REF-85937318,2025-04-18,payment
KG0NLHISWEJN,478.34,REF-92409654,2025-08-21,deposit
HED2M7X7ADYZ,969.27,REF-12163059,2025-05-29,deposit
PHPYZJDJOTMA,585.03,REF-35088951,2025-09-28,deposit
Q9ZEJQ4GWR4G,289.63,REF-88461232,2025-03-11,payment
EOLLLNVXMN0C,459.77,REF-50720798,2025-08-04,invoice
CFESYYUYGUFY,540.23,REF-16188677,2025-10-19,invoice
DV5HBYS1BFVO,498.24,REF-01935816,2025-08-30,invoice
KV9HBFMUYH8O,707.61,REF-30234708,2025-12-20,invoice
6TKVTGS2TNXP,421.53,REF-71109218,2025-04-29,deposit
UNTBI2VNVRE3,104.42,REF-58919925,2025-12-15,deposit
77TBJBUEBFEZ,411.16,REF-03613023,2025-03-05,withdrawal
JDYKMPRBXME9,769.77,REF-31763918,2025-03-14,deposit
QFXAMYSARSRY,525.82,REF-40343615,2025-03-17,payment
EUT1JYZ2NR0H,771.68,REF-59853761,2025-06-22,withdrawal
THMLJG9OJGXS,167.2,REF-56028230,2025-03-24,invoice
W54AQMDC840V,644.21,REF-93509122,2025-05-15,withdrawal
4BWQ05UQYVYX,940.94,REF-25569470,2025-09-18,invoice
3Q7QUNXDMDLU,375.29,REF-20072758,2025-12-24,withdrawal
YYASVMHT9OWO,312.06,REF-71978765,2025-07-14,payment
PZ1P35O22EWC,126.52,REF-90616221,2025-03-06,invoice
YUEGYPJIY4F4,957.15,REF-84240759,2025-06-25,invoice
DIIJXKPKK0A0,573.58,REF-39873834,2025-05-17,payment
JOJR5KKPEWH8,118.37,REF-10659593,2025-08-04,invoice
SIGVS8CX1MI8,983.77,REF-33467355,2025-02-12,payment
2URSGIPCOH4Y,57.16,REF-43198786,2025-07-05,deposit
IQXSKI4W4BAG,172.08,REF-18628786,2025-11-16,payment
